order_id,order_date,warehouse,customer_city,carrier,product_category,distance_km,weight_kg,shipping_cost_eur,sla_days,promised_delivery,actual_delivery,actual_days,status,delay_days,delay_reason,month,week,day_of_week
AMZ-01413,2024-02-07,Hamburg-WAR,Nuremberg,DPD,Cables & Accessories,462.0,4.2,42.51,3,2024-02-10,2024-02-12,5,Late,2,Traffic Congestion,February,6,Wednesday
AMZ-01414,2024-02-07,Cologne-WAR,Wuppertal,DHL,Networking Equipment,40.1,47.2,25.01,1,2024-02-08,2024-02-08,1,On-Time,0,None,February,6,Wednesday
AMZ-01415,2024-02-07,Berlin-WAR,Frankfurt,Hermes,Spare Parts,423.4,48.7,57.17,3,2024-02-10,2024-02-10,3,On-Time,0,None,February,6,Wednesday
AMZ-01416,2024-02-07,Munich-WAR,Bremen,DPD,Electronics,583.2,3.0,48.84,3,2024-02-10,2024-02-10,3,On-Time,0,None,February,6,Wednesday
AMZ-01417,2024-02-07,Berlin-WAR,Hannover,DHL,Networking Equipment,249.3,4.8,23.79,2,2024-02-09,2024-02-08,1,On-Time,0,None,February,6,Wednesday
AMZ-01418,2024-02-07,Hamburg-WAR,Frankfurt,DHL,Spare Parts,393.1,9.0,34.45,2,2024-02-09,2024-02-09,2,On-Time,0,None,February,6,Wednesday
AMZ-01419,2024-02-07,Munich-WAR,Nuremberg,UPS,Networking Equipment,150.2,44.8,32.8,2,2024-02-09,2024-02-08,1,On-Time,0,None,February,6,Wednesday
AMZ-01420,2024-02-07,Hamburg-WAR,Hannover,UPS,Hardware,132.5,9.7,14.04,2,2024-02-09,2024-02-09,2,On-Time,0,None,February,6,Wednesday
AMZ-01421,2024-02-07,Hamburg-WAR,Dortmund,FedEx,Electronics,284.1,8.0,27.78,2,2024-02-09,2024-02-09,2,On-Time,0,None,February,6,Wednesday
AMZ-01422,2024-02-08,Frankfurt-WAR,Mannheim,DPD,Storage Devices,70.6,3.5,7.23,1,2024-02-09,2024-02-09,1,On-Time,0,None,February,6,Thursday
AMZ-01423,2024-02-08,Cologne-WAR,Leipzig,UPS,Hardware,380.0,4.4,35.22,2,2024-02-10,2024-02-10,2,On-Time,0,None,February,6,Thursday
AMZ-01424,2024-02-08,Berlin-WAR,Bochum,DPD,Spare Parts,438.4,48.6,63.04,3,2024-02-11,2024-02-10,2,On-Time,0,None,February,6,Thursday
AMZ-01425,2024-02-08,Berlin-WAR,Duisburg,DPD,Cables & Accessories,470.5,7.8,42.33,3,2024-02-11,2024-02-11,3,On-Time,0,None,February,6,Thursday
AMZ-01426,2024-02-08,Berlin-WAR,Nuremberg,FedEx,Networking Equipment,378.0,27.8,47.29,2,2024-02-10,2024-02-10,2,On-Time,0,None,February,6,Thursday
AMZ-01427,2024-02-08,Cologne-WAR,Mannheim,FedEx,Networking Equipment,193.7,6.1,17.25,2,2024-02-10,2024-02-10,2,On-Time,0,None,February,6,Thursday
AMZ-01428,2024-02-08,Berlin-WAR,Mannheim,DHL,Hardware,482.0,43.4,64.84,3,2024-02-11,2024-02-11,3,On-Time,0,None,February,6,Thursday
AMZ-01429,2024-02-08,Frankfurt-WAR,Wuppertal,FedEx,Storage Devices,166.3,23.9,23.6,2,2024-02-10,2024-02-09,1,On-Time,0,None,February,6,Thursday
AMZ-01430,2024-02-08,Berlin-WAR,Nuremberg,Hermes,Cables & Accessories,378.0,12.3,38.18,2,2024-02-10,2024-02-12,4,Late,2,Carrier Delay,February,6,Thursday
AMZ-01431,2024-02-08,Munich-WAR,Bremen,Hermes,Hardware,583.2,42.2,72.61,3,2024-02-11,2024-02-11,3,On-Time,0,None,February,6,Thursday
AMZ-01432,2024-02-08,Hamburg-WAR,Bremen,UPS,Hardware,95.3,13.8,14.28,1,2024-02-09,2024-02-09,1,On-Time,0,None,February,6,Thursday
AMZ-01433,2024-02-08,Frankfurt-WAR,Dusseldorf,UPS,Cables & Accessories,182.9,24.5,26.97,2,2024-02-10,2024-02-10,2,On-Time,0,None,February,6,Thursday
AMZ-01434,2024-02-08,Cologne-WAR,Stuttgart,DHL,Hardware,288.1,35.6,40.06,2,2024-02-10,2024-02-10,2,On-Time,0,None,February,6,Thursday
AMZ-01435,2024-02-08,Hamburg-WAR,Dusseldorf,DPD,Electronics,338.0,12.8,33.15,2,2024-02-10,2024-02-11,3,Late,1,Wrong Routing,February,6,Thursday
AMZ-01436,2024-02-08,Munich-WAR,Bochum,FedEx,Networking Equipment,485.4,32.0,50.71,3,2024-02-11,2024-02-11,3,On-Time,0,None,February,6,Thursday
AMZ-01437,2024-02-08,Frankfurt-WAR,Augsburg,UPS,Spare Parts,251.8,48.0,43.92,2,2024-02-10,2024-02-10,2,On-Time,0,None,February,6,Thursday
AMZ-01438,2024-02-09,Munich-WAR,Munich,Hermes,Electronics,0.0,19.6,9.14,1,2024-02-10,2024-02-10,1,On-Time,0,None,February,6,Friday
AMZ-01439,2024-02-09,Hamburg-WAR,Leipzig,DPD,Hardware,293.5,32.8,39.99,2,2024-02-11,2024-02-11,2,On-Time,0,None,February,6,Friday
AMZ-01440,2024-02-09,Frankfurt-WAR,Cologne,DPD,Storage Devices,152.6,40.1,30.48,2,2024-02-11,2024-02-11,2,On-Time,0,None,February,6,Friday
AMZ-01441,2024-02-09,Munich-WAR,Duisburg,UPS,Hardware,503.4,23.2,48.95,3,2024-02-12,2024-02-11,2,On-Time,0,None,February,6,Friday
AMZ-01442,2024-02-09,Cologne-WAR,Frankfurt,DHL,Storage Devices,152.6,50.0,40.68,2,2024-02-11,2024-02-11,2,On-Time,0,None,February,6,Friday
AMZ-01443,2024-02-09,Munich-WAR,Frankfurt,UPS,Electronics,304.1,17.1,31.41,2,2024-02-11,2024-02-11,2,On-Time,0,None,February,6,Friday
AMZ-01444,2024-02-09,Munich-WAR,Bremen,DPD,Spare Parts,583.2,26.1,56.6,3,2024-02-12,2024-02-11,2,On-Time,0,None,February,6,Friday
AMZ-01445,2024-02-09,Munich-WAR,Cologne,DHL,Cables & Accessories,456.0,25.1,47.02,3,2024-02-12,2024-02-11,2,On-Time,0,None,February,6,Friday
AMZ-01446,2024-02-09,Frankfurt-WAR,Hamburg,FedEx,Cables & Accessories,393.1,49.7,59.86,2,2024-02-11,2024-02-11,2,On-Time,0,None,February,6,Friday
AMZ-01447,2024-02-09,Cologne-WAR,Wuppertal,Hermes,Storage Devices,40.1,15.4,10.18,1,2024-02-10,2024-02-10,1,On-Time,0,None,February,6,Friday
AMZ-01448,2024-02-10,Berlin-WAR,Wuppertal,DPD,Cables & Accessories,448.0,13.3,45.11,3,2024-02-13,2024-02-13,3,On-Time,0,None,February,6,Saturday
AMZ-01449,2024-02-10,Munich-WAR,Munich,DPD,Hardware,0.0,11.6,6.23,1,2024-02-11,2024-02-11,1,On-Time,0,None,February,6,Saturday
AMZ-01450,2024-02-10,Munich-WAR,Dortmund,FedEx,Hardware,476.6,23.5,46.07,3,2024-02-13,2024-02-13,3,On-Time,0,None,February,6,Saturday
AMZ-01451,2024-02-10,Frankfurt-WAR,Dusseldorf,FedEx,Electronics,182.9,43.4,35.47,2,2024-02-12,2024-02-12,2,On-Time,0,None,February,6,Saturday
AMZ-01452,2024-02-10,Hamburg-WAR,Cologne,DPD,Hardware,356.4,20.8,39.45,2,2024-02-12,2024-02-14,4,Late,2,Weather Conditions,February,6,Saturday
AMZ-01453,2024-02-11,Hamburg-WAR,Munich,UPS,Hardware,611.7,31.7,60.6,3,2024-02-14,2024-02-14,3,On-Time,0,None,February,6,Sunday
AMZ-01454,2024-02-11,Frankfurt-WAR,Dortmund,DPD,Spare Parts,177.4,29.0,26.73,2,2024-02-13,2024-02-13,2,On-Time,0,None,February,6,Sunday
AMZ-01455,2024-02-11,Hamburg-WAR,Augsburg,UPS,Cables & Accessories,579.4,21.8,56.44,3,2024-02-14,2024-02-14,3,On-Time,0,None,February,6,Sunday
AMZ-01456,2024-02-11,Berlin-WAR,Bonn,DPD,Cables & Accessories,478.1,19.0,43.1,3,2024-02-14,2024-02-14,3,On-Time,0,None,February,6,Sunday
AMZ-01457,2024-02-11,Berlin-WAR,Berlin,DPD,Spare Parts,0.0,34.8,16.86,1,2024-02-12,2024-02-12,1,On-Time,0,None,February,6,Sunday
AMZ-01458,2024-02-12,Cologne-WAR,Bremen,DPD,Electronics,269.2,41.3,40.48,2,2024-02-14,2024-02-14,2,On-Time,0,None,February,7,Monday
AMZ-01459,2024-02-12,Frankfurt-WAR,Cologne,Hermes,Networking Equipment,152.6,18.3,20.03,2,2024-02-14,2024-02-16,4,Late,2,Carrier Delay,February,7,Monday
AMZ-01460,2024-02-12,Hamburg-WAR,Leipzig,DPD,Spare Parts,293.5,36.8,42.63,2,2024-02-14,2024-02-14,2,On-Time,0,None,February,7,Monday
AMZ-01461,2024-02-12,Berlin-WAR,Nuremberg,Hermes,Storage Devices,378.0,31.3,46.75,2,2024-02-14,2024-02-14,2,On-Time,0,None,February,7,Monday
AMZ-01462,2024-02-12,Berlin-WAR,Hamburg,DHL,Networking Equipment,254.5,22.5,29.23,2,2024-02-14,2024-02-14,2,On-Time,0,None,February,7,Monday
AMZ-01463,2024-02-12,Hamburg-WAR,Berlin,Hermes,Networking Equipment,254.5,33.3,38.21,2,2024-02-14,2024-02-14,2,On-Time,0,None,February,7,Monday
AMZ-01464,2024-02-12,Frankfurt-WAR,Frankfurt,FedEx,Cables & Accessories,0.0,31.1,14.87,1,2024-02-13,2024-02-13,1,On-Time,0,None,February,7,Monday
AMZ-01465,2024-02-12,Hamburg-WAR,Augsburg,DPD,Hardware,579.4,41.7,73.56,3,2024-02-15,2024-02-14,2,On-Time,0,None,February,7,Monday
AMZ-01466,2024-02-12,Munich-WAR,Stuttgart,DHL,Storage Devices,190.7,25.1,26.18,2,2024-02-14,2024-02-16,4,Late,2,Weather Conditions,February,7,Monday
AMZ-01467,2024-02-12,Berlin-WAR,Berlin,DHL,Electronics,0.0,41.8,21.61,1,2024-02-13,2024-02-13,1,On-Time,0,None,February,7,Monday
AMZ-01468,2024-02-12,Cologne-WAR,Munich,DHL,Hardware,456.0,32.4,52.22,3,2024-02-15,2024-02-17,5,Late,2,Warehouse Delay,February,7,Monday
AMZ-01469,2024-02-12,Berlin-WAR,Frankfurt,DPD,Electronics,423.4,42.7,53.68,3,2024-02-15,2024-02-14,2,On-Time,0,None,February,7,Monday
AMZ-01470,2024-02-12,Berlin-WAR,Frankfurt,DHL,Electronics,423.4,42.7,57.03,3,2024-02-15,2024-02-15,3,On-Time,0,None,February,7,Monday
AMZ-01471,2024-02-12,Frankfurt-WAR,Augsburg,Hermes,Cables & Accessories,251.8,5.1,24.12,2,2024-02-14,2024-02-13,1,On-Time,0,None,February,7,Monday
AMZ-01472,2024-02-12,Frankfurt-WAR,Bochum,Hermes,Networking Equipment,183.7,34.7,31.9,2,2024-02-14,2024-02-14,2,On-Time,0,None,February,7,Monday
AMZ-01473,2024-02-12,Berlin-WAR,Cologne,DHL,Spare Parts,476.8,5.6,44.32,3,2024-02-15,2024-02-14,2,On-Time,0,None,February,7,Monday
AMZ-01474,2024-02-13,Cologne-WAR,Nuremberg,Hermes,Storage Devices,336.8,1.9,28.92,2,2024-02-15,2024-02-16,3,Late,1,Warehouse Delay,February,7,Tuesday
AMZ-01475,2024-02-13,Frankfurt-WAR,Frankfurt,UPS,Networking Equipment,0.0,2.8,1.33,1,2024-02-14,2024-02-14,1,On-Time,0,None,February,7,Tuesday
AMZ-01476,2024-02-13,Munich-WAR,Bielefeld,FedEx,Cables & Accessories,483.1,35.2,51.7,3,2024-02-16,2024-02-16,3,On-Time,0,None,February,7,Tuesday
AMZ-01477,2024-02-13,Frankfurt-WAR,Hannover,UPS,Spare Parts,261.7,42.0,42.43,2,2024-02-15,2024-02-16,3,Late,1,Carrier Delay,February,7,Tuesday
AMZ-01478,2024-02-13,Hamburg-WAR,Bielefeld,UPS,Networking Equipment,196.8,43.5,34.3,2,2024-02-15,2024-02-15,2,On-Time,0,None,February,7,Tuesday
AMZ-01479,2024-02-13,Munich-WAR,Dortmund,DHL,Storage Devices,476.6,11.5,45.14,3,2024-02-16,2024-02-16,3,On-Time,0,None,February,7,Tuesday
AMZ-01480,2024-02-13,Berlin-WAR,Bochum,UPS,Storage Devices,438.4,22.7,49.74,3,2024-02-16,2024-02-16,3,On-Time,0,None,February,7,Tuesday
AMZ-01481,2024-02-13,Frankfurt-WAR,Berlin,DHL,Networking Equipment,423.4,20.9,44.83,3,2024-02-16,2024-02-16,3,On-Time,0,None,February,7,Tuesday
AMZ-01482,2024-02-13,Cologne-WAR,Augsburg,Hermes,Storage Devices,402.5,28.3,47.78,3,2024-02-16,2024-02-16,3,On-Time,0,None,February,7,Tuesday
AMZ-01483,2024-02-13,Munich-WAR,Hamburg,DPD,Networking Equipment,611.7,16.9,60.45,3,2024-02-16,2024-02-16,3,On-Time,0,None,February,7,Tuesday
AMZ-01484,2024-02-14,Berlin-WAR,Frankfurt,DPD,Electronics,423.4,17.4,45.38,3,2024-02-17,2024-02-19,5,Late,2,Traffic Congestion,February,7,Wednesday
AMZ-01485,2024-02-14,Cologne-WAR,Hannover,DHL,Electronics,248.6,44.9,42.27,2,2024-02-16,2024-02-15,1,On-Time,0,None,February,7,Wednesday
AMZ-01486,2024-02-14,Berlin-WAR,Dortmund,FedEx,Spare Parts,420.9,9.8,41.89,3,2024-02-17,2024-02-16,2,On-Time,0,None,February,7,Wednesday
AMZ-01487,2024-02-14,Hamburg-WAR,Dresden,DHL,Networking Equipment,376.7,2.8,32.37,2,2024-02-16,2024-02-16,2,On-Time,0,None,February,7,Wednesday
AMZ-01488,2024-02-14,Frankfurt-WAR,Bochum,FedEx,Storage Devices,183.7,7.2,18.29,2,2024-02-16,2024-02-16,2,On-Time,0,None,February,7,Wednesday
AMZ-01489,2024-02-14,Cologne-WAR,Duisburg,FedEx,Networking Equipment,56.2,46.3,29.2,1,2024-02-15,2024-02-18,4,Late,3,Weather Conditions,February,7,Wednesday
AMZ-01490,2024-02-14,Hamburg-WAR,Frankfurt,UPS,Cables & Accessories,393.1,30.2,50.11,2,2024-02-16,2024-02-15,1,On-Time,0,None,February,7,Wednesday
AMZ-01491,2024-02-14,Frankfurt-WAR,Augsburg,DPD,Hardware,251.8,20.2,29.29,2,2024-02-16,2024-02-16,2,On-Time,0,None,February,7,Wednesday
AMZ-01492,2024-02-14,Hamburg-WAR,Duisburg,FedEx,Cables & Accessories,321.9,44.4,48.07,2,2024-02-16,2024-02-16,2,On-Time,0,None,February,7,Wednesday
AMZ-01493,2024-02-14,Cologne-WAR,Dusseldorf,DPD,Spare Parts,34.6,31.4,17.7,1,2024-02-15,2024-02-15,1,On-Time,0,None,February,7,Wednesday
AMZ-01494,2024-02-14,Hamburg-WAR,Bielefeld,FedEx,Cables & Accessories,196.8,32.0,33.08,2,2024-02-16,2024-02-15,1,On-Time,0,None,February,7,Wednesday
AMZ-01495,2024-02-14,Cologne-WAR,Mannheim,UPS,Cables & Accessories,193.7,37.5,36.59,2,2024-02-16,2024-02-15,1,On-Time,0,None,February,7,Wednesday
AMZ-01496,2024-02-14,Berlin-WAR,Bielefeld,DHL,Electronics,335.9,19.4,33.31,2,2024-02-16,2024-02-16,2,On-Time,0,None,February,7,Wednesday
AMZ-01497,2024-02-14,Hamburg-WAR,Bremen,Hermes,Spare Parts,95.3,42.0,29.72,1,2024-02-15,2024-02-15,1,On-Time,0,None,February,7,Wednesday
AMZ-01498,2024-02-14,Munich-WAR,Bochum,DHL,Storage Devices,485.4,43.5,63.49,3,2024-02-17,2024-02-16,2,On-Time,0,None,February,7,Wednesday
AMZ-01499,2024-02-15,Cologne-WAR,Bremen,DHL,Networking Equipment,269.2,19.7,34.25,2,2024-02-17,2024-02-19,4,Late,2,Traffic Congestion,February,7,Thursday
AMZ-01500,2024-02-15,Berlin-WAR,Berlin,Hermes,Spare Parts,0.0,31.2,16.48,1,2024-02-16,2024-02-17,2,Late,1,Address Issue,February,7,Thursday
AMZ-01501,2024-02-15,Munich-WAR,Mannheim,FedEx,Cables & Accessories,272.7,30.4,39.06,2,2024-02-17,2024-02-19,4,Late,2,Warehouse Delay,February,7,Thursday
AMZ-01502,2024-02-15,Hamburg-WAR,Munich,DPD,Spare Parts,611.7,36.9,62.25,3,2024-02-18,2024-02-18,3,On-Time,0,None,February,7,Thursday
AMZ-01503,2024-02-15,Cologne-WAR,Dortmund,DPD,Spare Parts,72.7,29.4,19.51,1,2024-02-16,2024-02-16,1,On-Time,0,None,February,7,Thursday
AMZ-01504,2024-02-15,Berlin-WAR,Cologne,Hermes,Storage Devices,476.8,3.0,43.08,3,2024-02-18,2024-02-18,3,On-Time,0,None,February,7,Thursday
AMZ-01505,2024-02-15,Frankfurt-WAR,Mannheim,FedEx,Hardware,70.6,4.1,8.02,1,2024-02-16,2024-02-16,1,On-Time,0,None,February,7,Thursday
AMZ-01506,2024-02-15,Cologne-WAR,Munich,FedEx,Spare Parts,456.0,21.1,47.38,3,2024-02-18,2024-02-18,3,On-Time,0,None,February,7,Thursday
AMZ-01507,2024-02-15,Hamburg-WAR,Dresden,Hermes,Hardware,376.7,15.0,41.02,2,2024-02-17,2024-02-16,1,On-Time,0,None,February,7,Thursday
AMZ-01508,2024-02-15,Cologne-WAR,Berlin,DHL,Cables & Accessories,476.8,17.6,44.51,3,2024-02-18,2024-02-18,3,On-Time,0,None,February,7,Thursday
AMZ-01509,2024-02-15,Berlin-WAR,Dresden,UPS,Electronics,165.1,19.6,23.19,2,2024-02-17,2024-02-17,2,On-Time,0,None,February,7,Thursday
AMZ-01510,2024-02-16,Cologne-WAR,Bochum,UPS,Electronics,62.7,15.2,13.0,1,2024-02-17,2024-02-17,1,On-Time,0,None,February,7,Friday
AMZ-01511,2024-02-16,Berlin-WAR,Stuttgart,FedEx,Storage Devices,511.1,0.9,37.75,3,2024-02-19,2024-02-19,3,On-Time,0,None,February,7,Friday
AMZ-01512,2024-02-16,Frankfurt-WAR,Frankfurt,DPD,Storage Devices,0.0,41.5,22.32,1,2024-02-17,2024-02-17,1,On-Time,0,None,February,7,Friday
AMZ-01513,2024-02-16,Berlin-WAR,Cologne,DHL,Networking Equipment,476.8,36.0,50.96,3,2024-02-19,2024-02-19,3,On-Time,0,None,February,7,Friday
AMZ-01514,2024-02-16,Munich-WAR,Bonn,DHL,Storage Devices,433.3,41.2,59.81,3,2024-02-19,2024-02-18,2,On-Time,0,None,February,7,Friday
AMZ-01515,2024-02-16,Frankfurt-WAR,Duisburg,Hermes,Electronics,199.4,19.8,23.88,2,2024-02-18,2024-02-18,2,On-Time,0,None,February,7,Friday
AMZ-01516,2024-02-16,Cologne-WAR,Hamburg,DHL,Hardware,356.4,46.4,47.64,2,2024-02-18,2024-02-18,2,On-Time,0,None,February,7,Friday
AMZ-01517,2024-02-16,Cologne-WAR,Munich,Hermes,Networking Equipment,456.0,19.4,49.15,3,2024-02-19,2024-02-19,3,On-Time,0,None,February,7,Friday
AMZ-01518,2024-02-16,Cologne-WAR,Leipzig,DPD,Cables & Accessories,380.0,19.9,42.75,2,2024-02-18,2024-02-18,2,On-Time,0,None,February,7,Friday
AMZ-01519,2024-02-16,Munich-WAR,Hannover,DHL,Storage Devices,488.4,43.8,56.6,3,2024-02-19,2024-02-18,2,On-Time,0,None,February,7,Friday
AMZ-01520,2024-02-16,Cologne-WAR,Bonn,DHL,Hardware,25.3,10.9,7.84,1,2024-02-17,2024-02-17,1,On-Time,0,None,February,7,Friday
AMZ-01521,2024-02-16,Frankfurt-WAR,Bielefeld,DPD,Spare Parts,212.6,9.6,22.32,2,2024-02-18,2024-02-18,2,On-Time,0,None,February,7,Friday
AMZ-01522,2024-02-16,Hamburg-WAR,Mannheim,DHL,Storage Devices,463.7,23.3,49.23,3,2024-02-19,2024-02-19,3,On-Time,0,None,February,7,Friday
AMZ-01523,2024-02-16,Munich-WAR,Frankfurt,DPD,Cables & Accessories,304.1,29.2,42.45,2,2024-02-18,2024-02-18,2,On-Time,0,None,February,7,Friday
AMZ-01524,2024-02-16,Berlin-WAR,Bremen,FedEx,Electronics,315.4,45.1,46.04,2,2024-02-18,2024-02-18,2,On-Time,0,None,February,7,Friday
AMZ-01525,2024-02-16,Cologne-WAR,Cologne,FedEx,Storage Devices,0.0,18.5,8.91,1,2024-02-17,2024-02-17,1,On-Time,0,None,February,7,Friday
AMZ-01526,2024-02-17,Hamburg-WAR,Leipzig,UPS,Hardware,293.5,42.1,41.28,2,2024-02-19,2024-02-18,1,On-Time,0,None,February,7,Saturday
AMZ-01527,2024-02-17,Frankfurt-WAR,Bochum,Hermes,Hardware,183.7,24.6,24.88,2,2024-02-19,2024-02-19,2,On-Time,0,None,February,7,Saturday
AMZ-01528,2024-02-17,Munich-WAR,Cologne,FedEx,Spare Parts,456.0,13.5,46.57,3,2024-02-20,2024-02-20,3,On-Time,0,None,February,7,Saturday
AMZ-01529,2024-02-17,Berlin-WAR,Bielefeld,DHL,Storage Devices,335.9,29.2,43.71,2,2024-02-19,2024-02-19,2,On-Time,0,None,February,7,Saturday
AMZ-01530,2024-02-17,Cologne-WAR,Dortmund,FedEx,Storage Devices,72.7,23.9,18.74,1,2024-02-18,2024-02-18,1,On-Time,0,None,February,7,Saturday
AMZ-01531,2024-02-18,Hamburg-WAR,Bochum,FedEx,Storage Devices,297.2,5.0,25.56,2,2024-02-20,2024-02-20,2,On-Time,0,None,February,7,Sunday
AMZ-01532,2024-02-18,Cologne-WAR,Stuttgart,FedEx,Spare Parts,288.1,22.6,32.14,2,2024-02-20,2024-02-21,3,Late,1,Address Issue,February,7,Sunday
AMZ-01533,2024-02-18,Frankfurt-WAR,Hannover,DHL,Spare Parts,261.7,38.2,37.89,2,2024-02-20,2024-02-20,2,On-Time,0,None,February,7,Sunday
AMZ-01534,2024-02-18,Berlin-WAR,Dusseldorf,FedEx,Hardware,476.4,19.7,51.97,3,2024-02-21,2024-02-22,4,Late,1,Address Issue,February,7,Sunday
AMZ-01535,2024-02-18,Munich-WAR,Frankfurt,FedEx,Cables & Accessories,304.1,41.6,48.15,2,2024-02-20,2024-02-20,2,On-Time,0,None,February,7,Sunday
AMZ-01536,2024-02-19,Frankfurt-WAR,Hannover,FedEx,Cables & Accessories,261.7,45.0,39.77,2,2024-02-21,2024-02-21,2,On-Time,0,None,February,8,Monday
AMZ-01537,2024-02-19,Cologne-WAR,Nuremberg,Hermes,Hardware,336.8,24.6,39.1,2,2024-02-21,2024-02-21,2,On-Time,0,None,February,8,Monday
AMZ-01538,2024-02-19,Frankfurt-WAR,Stuttgart,DPD,Electronics,152.2,26.0,24.08,2,2024-02-21,2024-02-21,2,On-Time,0,None,February,8,Monday
AMZ-01539,2024-02-19,Munich-WAR,Augsburg,DHL,Cables & Accessories,56.5,11.9,11.12,1,2024-02-20,2024-02-20,1,On-Time,0,None,February,8,Monday
AMZ-01540,2024-02-19,Frankfurt-WAR,Wuppertal,DPD,Storage Devices,166.3,8.5,18.72,2,2024-02-21,2024-02-21,2,On-Time,0,None,February,8,Monday
AMZ-01541,2024-02-19,Hamburg-WAR,Mannheim,FedEx,Spare Parts,463.7,7.2,40.8,3,2024-02-22,2024-02-23,4,Late,1,Carrier Delay,February,8,Monday
AMZ-01542,2024-02-19,Hamburg-WAR,Dortmund,DPD,Storage Devices,284.1,47.9,47.61,2,2024-02-21,2024-02-21,2,On-Time,0,None,February,8,Monday
AMZ-01543,2024-02-19,Munich-WAR,Munich,DPD,Networking Equipment,0.0,30.5,15.16,1,2024-02-20,2024-02-20,1,On-Time,0,None,February,8,Monday
AMZ-01544,2024-02-19,Frankfurt-WAR,Augsburg,DPD,Storage Devices,251.8,41.1,38.1,2,2024-02-21,2024-02-21,2,On-Time,0,None,February,8,Monday
AMZ-01545,2024-02-19,Hamburg-WAR,Dresden,UPS,Storage Devices,376.7,29.7,42.55,2,2024-02-21,2024-02-21,2,On-Time,0,None,February,8,Monday
AMZ-01546,2024-02-19,Berlin-WAR,Dusseldorf,FedEx,Storage Devices,476.4,34.4,58.92,3,2024-02-22,2024-02-22,3,On-Time,0,None,February,8,Monday
AMZ-01547,2024-02-19,Frankfurt-WAR,Augsburg,FedEx,Electronics,251.8,43.9,42.36,2,2024-02-21,2024-02-21,2,On-Time,0,None,February,8,Monday
AMZ-01548,2024-02-19,Frankfurt-WAR,Cologne,FedEx,Storage Devices,152.6,41.5,35.58,2,2024-02-21,2024-02-20,1,On-Time,0,None,February,8,Monday
AMZ-01549,2024-02-19,Cologne-WAR,Duisburg,Hermes,Electronics,56.2,35.0,21.69,1,2024-02-20,2024-02-22,3,Late,2,Warehouse Delay,February,8,Monday
AMZ-01550,2024-02-20,Cologne-WAR,Mannheim,DHL,Networking Equipment,193.7,7.1,18.96,2,2024-02-22,2024-02-22,2,On-Time,0,None,February,8,Tuesday
AMZ-01551,2024-02-20,Munich-WAR,Augsburg,FedEx,Networking Equipment,56.5,13.3,10.06,1,2024-02-21,2024-02-21,1,On-Time,0,None,February,8,Tuesday
AMZ-01552,2024-02-20,Cologne-WAR,Bielefeld,DHL,Storage Devices,162.0,0.9,13.82,2,2024-02-22,2024-02-22,2,On-Time,0,None,February,8,Tuesday
AMZ-01553,2024-02-20,Frankfurt-WAR,Hannover,DHL,Spare Parts,261.7,21.6,32.28,2,2024-02-22,2024-02-21,1,On-Time,0,None,February,8,Tuesday
AMZ-01554,2024-02-20,Cologne-WAR,Hannover,FedEx,Hardware,248.6,49.6,43.77,2,2024-02-22,2024-02-21,1,On-Time,0,None,February,8,Tuesday
AMZ-01555,2024-02-20,Hamburg-WAR,Hannover,FedEx,Storage Devices,132.5,24.4,25.02,2,2024-02-22,2024-02-21,1,On-Time,0,None,February,8,Tuesday
AMZ-01556,2024-02-20,Hamburg-WAR,Frankfurt,DPD,Networking Equipment,393.1,39.3,55.69,2,2024-02-22,2024-02-21,1,On-Time,0,None,February,8,Tuesday
AMZ-01557,2024-02-20,Munich-WAR,Bonn,FedEx,Cables & Accessories,433.3,34.4,47.22,3,2024-02-23,2024-02-23,3,On-Time,0,None,February,8,Tuesday
AMZ-01558,2024-02-20,Berlin-WAR,Cologne,UPS,Storage Devices,476.8,22.1,44.91,3,2024-02-23,2024-02-23,3,On-Time,0,None,February,8,Tuesday
AMZ-01559,2024-02-20,Cologne-WAR,Hamburg,UPS,Networking Equipment,356.4,30.9,44.15,2,2024-02-22,2024-02-22,2,On-Time,0,None,February,8,Tuesday
AMZ-01560,2024-02-20,Hamburg-WAR,Wuppertal,UPS,Electronics,317.1,10.5,31.58,2,2024-02-22,2024-02-22,2,On-Time,0,None,February,8,Tuesday
AMZ-01561,2024-02-20,Hamburg-WAR,Hamburg,FedEx,Storage Devices,0.0,26.0,12.3,1,2024-02-21,2024-02-21,1,On-Time,0,None,February,8,Tuesday
AMZ-01562,2024-02-20,Munich-WAR,Leipzig,DHL,Spare Parts,360.3,4.8,29.83,2,2024-02-22,2024-02-21,1,On-Time,0,None,February,8,Tuesday
AMZ-01563,2024-02-21,Cologne-WAR,Dusseldorf,FedEx,Electronics,34.6,37.0,19.43,1,2024-02-22,2024-02-22,1,On-Time,0,None,February,8,Wednesday
AMZ-01564,2024-02-21,Cologne-WAR,Mannheim,Hermes,Hardware,193.7,48.2,37.83,2,2024-02-23,2024-02-23,2,On-Time,0,None,February,8,Wednesday
AMZ-01565,2024-02-21,Frankfurt-WAR,Nuremberg,FedEx,Electronics,187.3,13.4,21.28,2,2024-02-23,2024-02-23,2,On-Time,0,None,February,8,Wednesday
AMZ-01566,2024-02-21,Cologne-WAR,Bremen,Hermes,Electronics,269.2,40.2,45.44,2,2024-02-23,2024-02-26,5,Late,3,Wrong Routing,February,8,Wednesday
